,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
2469,thought could trust paytm app shouldnt poor customer service due paytm game app play fantasy game invest r usual today due new update open app,12.0,1.0,b,284,1,-3,0.2,0.6,0.2,1,0,0,0
2471,please dont add billion thing app lag due simplicity key success google pay simple external facility except recharges bill payment,7.0,1.0,f,223,3,-1,0.0,0.0,1.0,0,1,0,0
2473,earlier version faster pay electricity bill show please wait fetching min doesnt open uninstalled reinstalled working,15.0,1.0,b,205,3,-1,0.42857142857142855,0.2857142857142857,0.2857142857142857,1,0,0,0
2475,introduced liked recently disappointed made upi transaction failed amount deducted pop notification amount credited counld find passbook andwallet,4.0,1.0,b,256,3,-4,0.2,0.8,0.0,1,0,0,0
2477,worst app rated option available rated blocked account reason statement id proof asked allowing contact care showing raised issue money stuck account,24.0,1.0,b,295,2,-3,0.2222222222222222,0.7777777777777778,0.0,1,0,0,0
2479,paytm team please paytm app heavy update total app size update heavier starting range mobile user low memory mobile please make new lighter version app low end device,2.0,4.0,f,225,3,-2,0.5,0.0,0.5,0,1,0,0
2481,good app cash back month scan someone qr code make payment option detail history payment,2.0,5.0,f,157,3,-1,1.0,0.0,0.0,0,1,0,0
2483,totally ridiculous doesnt working properly today app doesnt giving service bad lockdown time service bad im feeling app made sake paytm,15.0,1.0,u,236,1,-4,0.75,0.25,0.0,0,0,0,1
2485,wrost app life year till date hang problemsecurity discloser amount detuct paymt wellet bank accountlots option puzzle normal user better phone pay google payyou review lot user complain paytm problemplease reduse option,6.0,1.0,u,294,2,-2,1.0,0.0,0.0,0,0,0,1
2487,performance application poor slow time like old samsung phone im facing issue past year people face issue paytm update app,6.0,1.0,u,200,2,-3,1.0,0.0,0.0,0,0,0,1
2489,stop asking permission location phone call sm security google service need permission secure user account app im long time user uninstalled permission made mandatory,5.0,1.0,u,258,2,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,1
2491,open paytm app data connection disables automatically data connected switch app technical change problem updated version,11.0,1.0,b,224,1,-2,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0
2493,excellent application smooth transaction handy highlight updated opening paytm time handset paytm screen flash time application opened successfully please check team,31.0,5.0,b,269,4,-1,0.14285714285714285,0.42857142857142855,0.42857142857142855,1,0,0,0
2495,make disappointed paytm wallet usable always show message inconvenience wrong time didnt help paytm updating latest version continues,712.0,1.0,b,285,1,-3,0.5555555555555556,0.2222222222222222,0.2222222222222222,1,0,0,0
2497,totally ridiculous doesnt working properly today app doesnt giving service bad lockdown time service bad im feeling app made sake paytm,46.0,1.0,b,236,1,-4,0.75,0.25,0.0,1,0,0,0
2499,update ruined app ui better earlier like squished absolutely hate app piece advice dont fix broken,14.0,2.0,u,196,2,-5,0.25,0.5,0.25,0,0,0,1
2501,update version app worst app update paymentits buffering bank opening time disappointed app,15.0,1.0,b,222,1,-3,0.6,0.2,0.2,1,0,0,0
2503,time user app waste time frustrating complication slow like simplify app bit,4.0,1.0,u,157,2,-3,0.4,0.0,0.6,0,0,0,1
2505,paytm charge high cost add money credit card highly worst app make digital payment pendamic covid suggested application purpose making digital payment,3.0,1.0,u,223,1,-3,0.5,0.25,0.25,0,0,0,1
2507,withdraw amount debit card entered cvv pin incorrectly appearing wrongly entered cvv validated cvv otp numberi request paytm community loop hole bug perform respective operation maintaining,0.0,1.0,b,297,3,-3,0.5555555555555556,0.4444444444444444,0.0,1,0,0,0
2509,wonderfull experience except shopping product paytm paytm bank best dont need anymore withdrawal add amount bank anymore need cod product paytm removed year,15.0,5.0,u,259,3,-1,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,0,1
2511,profitable easy safe transaction good cash back secure good banking option instant payment instant bank bank transfer secure payment problem transfer bank bank easy transfer online shopping like groccery garment dpkdn siding doomed doosnd disk,37.0,5.0,u,287,3,-2,0.75,0.25,0.0,0,0,0,1
2513,please install appcustomer care service pathetic recharges wallet successful return cash automatically deduct money wallet activated service aware google pay app direct link,4.0,1.0,u,293,3,-3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,0,0,1
2515,time il verify mobile numberwhy otpsometimes sim mobile handthis paytm accessed sim handyuseless app case emergency situationscant ace account app passwordworst experience,28.0,3.0,b,280,1,-2,0.0,0.3333333333333333,0.6666666666666666,1,0,0,0
2517,developer common sense mandatory location access seriously phone wireless device person phone like possibly detect erratic behaviour youre spying user disabled screenshots wow screenshots sh,11.0,1.0,u,291,3,-2,0.75,0.25,0.0,0,0,0,1
2519,recent update made granting access location sm mandatory dont like reason signedup gpay want paytm concern account security give option customer respect privacy,684.0,1.0,f,276,3,-2,0.625,0.375,0.0,0,1,0,0
2521,app slowest time update make slower user experience adding optimize better performance bad please improve,5.0,1.0,b,187,3,-3,0.4,0.0,0.6,1,0,0,0
2523,dear paytm working island camera phone prohibited app long time pay indian bill unfortunately update working due location problem please solve issue,3.0,2.0,f,253,3,-2,0.6,0.2,0.2,0,1,0,0
2525,worst app app automatically logging whats problem app experienced condition app automatically logging outthen log app password wrong,9.0,1.0,b,246,1,-3,0.8,0.2,0.0,1,0,0,0
2527,new update working properly open app icon rechargedthelectricity wifi connection speed mbps problem app,5.0,1.0,b,199,1,-2,0.8333333333333334,0.0,0.16666666666666666,1,0,0,0
2529,complex cheap app charging fee everyrhing killing digital india intiative commercial hard find contenteven app trick click buy home insurance shrewd manner reduce usage,4.0,1.0,u,284,1,-2,0.5714285714285714,0.0,0.42857142857142855,0,0,0,1
2531,bank tab paytm app freeze frequently irritating thing current version app request solve problem immediately due bank related function,5.0,3.0,b,225,1,-3,1.0,0.0,0.0,1,0,0,0
2533,new updated version doesnt feature scan qr gallery make payment merchant physically qr code quarantine period previous version gallery option recommend plz change update version,3.0,3.0,f,262,1,-1,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0
2535,win game game zone win gem regularly visit leaderboard time person top group people always top guess cricket battleground snake smash make rule,929.0,1.0,b,294,1,-2,0.75,0.0,0.25,1,0,0,0
2537,earlier complaint live gameplay crazy cannon flipkart changed strategy showing old message round exiting app gameplay round put onus weak internet connectivity edit,111.0,1.0,b,289,1,-2,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
2539,disappointed incompetency level flipkart dont care write review written past complaint abrupt stoppage crazy cannon game simply fix problem reason stoppage changed weak conne,250.0,3.0,b,296,2,-4,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,0
2541,app poorly designed support dont option add email id existing account email id already quality check email address order,352.0,1.0,u,294,2,-3,0.8333333333333334,0.16666666666666666,0.0,0,0,0,1
2543,problem gaming sectionwe manage time play crazy canon intended time completion level encountering error exited game good internet connectionyou could fix problem replace game otherb,226.0,1.0,b,296,3,-2,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,0,0
2545,game zone worsti play crazy cannonat thought due network connection good connection st round show snap seriously irritates lot please fix issue early,18.0,1.0,b,246,3,-3,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
2547,app feature like playing game nice start winning game block device account permanently playing game best fraudness speak flipkart cc theyve confirmed block playing game,146.0,1.0,u,294,3,-2,0.5,0.375,0.125,0,0,0,1
2549,purchasing good applicationnow started game iti playing game earning gem converted supercoinsbut reduced number winner game benefit playing cricket battleground reach,75.0,3.0,u,290,3,-2,0.625,0.375,0.0,0,0,0,1
2551,sir experience flipkart better worse day everytime opened app game section showing encourage fair play wrong like whats original problem updated app lates,152.0,1.0,b,282,2,-3,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,0,0,0
2553,recent day im playing crazy canon usual time completion st level show snap game stopped show option main menu show flipkart wastage time im flipkart member supercoins flipkart,41.0,1.0,b,291,2,-2,0.625,0.125,0.25,1,0,0,0
2555,app called game zone play game named live crazy canon win prize play live crazy canon game level playing crash game screened display existing app gameplay issueso,376.0,1.0,b,296,3,-2,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
2557,worst app supercoin game order product app play supercoin game making highrank popup message show screen dont proper internet connection good internet service game exit automaticall,125.0,1.0,u,290,3,-3,1.0,0.0,0.0,0,0,0,1
2559,editing review happy game flipkart thought problem network app crash time play good crazy cannon disappointed co network completely fine flight mode connect wifi,297.0,3.0,b,294,4,-3,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0
2561,app good nowadays issue game crazy cannon started playing tournament st round clear directly show issue occured doesnt allows play round disappointed plz fix issue asap day ago requested,473.0,1.0,b,292,3,-3,0.5,0.5,0.0,1,0,0,0
2563,read star pathetic game zonegames hacked benifitcrazy cannon cricket throw showing poor signalall cheating guess whatnow reduced gem conver super coin seriously cheatingno policy clear cheati,35.0,1.0,b,277,1,-3,0.5,0.5,0.0,1,0,0,0
2565,bad app earlier flipkart game run efficiently phone day app showing technical issue fixed help mass participation people fun zone flipkart part online game flipkart like crazy,268.0,1.0,b,297,2,-3,0.6666666666666666,0.2222222222222222,0.1111111111111111,1,0,0,0
2567,thing worst day day current update im play single game crazy cannon game section thing till level time game automatically throwe game show error snap game end plz improve itim,17.0,1.0,b,294,2,-3,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
2569,crazy canon game round always disconnected ownwhy bug fixedi stable internet connectionbut app utilizing itit flipkart cheating people game zone popularise app amazon dont offer rew,257.0,1.0,b,287,1,-3,1.0,0.0,0.0,1,0,0,0
2571,extremely poor support super coin auto deducted unwanted voucher redeemed time happened support people redeeming deductedwhen asked software errorthey ready agreenot redeemed voucher forcefully,16.0,1.0,r,286,2,-4,0.375,0.625,0.0,0,0,1,0
2573,ther section named game zone appthts totally cheating game called snake smash totally usersit designed player score high score account stage powerups level comingbut,50.0,1.0,r,288,1,-4,0.5714285714285714,0.42857142857142855,0.0,0,0,1,0
2575,frustrated game jone app played daily time day crazy canon time existed reason happens daily dont game like guess snake smash topper score always answer question sec,622.0,1.0,b,288,2,-4,0.6,0.4,0.0,1,0,0,0
2577,wont flipkart pay lockdown hard time time needed covid time functional knew hard repay due stopped pay wont feature anymore time needed guy betrayed,0.0,1.0,u,298,1,-3,0.0,1.0,0.0,0,0,0,1
2579,app matured stabilized year made rate time launched better flipkart handled supply essential good covid lockdown period compared american ecommerce giant borrowed,36.0,5.0,u,295,2,-2,0.25,0.75,0.0,0,0,0,1
2581,star new recharge payment transaction atleast fails supercoins transaction category transaction failed chance recharge chance supercoi,559.0,1.0,b,294,1,-3,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
2583,bad app methis app give good game connection playl scored big win cricket battleground game time defeated reason requested flipcart,1.0,1.0,b,236,3,-2,0.0,0.6666666666666666,0.3333333333333333,1,0,0,0
2585,crazy canon game live contest hang st round show gliches snap increase fire power canon strength show maxed people facing problem please fix issue earliest,14.0,5.0,b,247,3,-2,0.8,0.2,0.0,1,0,0,0
2587,hey flipkart need change regestered phone lost longer access otp hard change number year problem hadnt solved ill appreciate help problem ive chat support,3.0,1.0,r,293,2,-2,0.16666666666666666,0.6666666666666666,0.16666666666666666,0,0,1,0
2589,fix bug crazy cannon game automatically stop playing st round end problem started day please fix asap edit im open crazy cannon game fix issue asap,22.0,1.0,b,205,3,-2,0.4,0.2,0.4,1,0,0,0
2591,buggy app buggy game development inventing new bug time new bug crazy cannon game round blank screen ball falling cannon shooting empty screen,5.0,1.0,b,201,1,-2,1.0,0.0,0.0,1,0,0,0
2593,problem app recently app wifi network always wrong retry already uninstall reinstall process doesnt wrk,6.0,1.0,b,200,1,-2,0.6,0.4,0.0,1,0,0,0
2595,flipcart memberbut facing problem flipcart game sectionit shown encourage fair play line term conditionsbut follow condition related flipcartplease resolve problem,0.0,1.0,u,244,2,-2,0.25,0.75,0.0,0,0,0,1
2597,account blocked dated march call care number care support centre poor give detail till date annoyed log account order due blocked account status,0.0,1.0,u,293,2,-3,0.0,0.75,0.25,0,0,0,1
2599,day play cannon fire snake smash screen hanged click play option fior gamesnot back thing need close open app,4.0,1.0,b,194,1,-2,0.5,0.25,0.25,1,0,0,0
2601,disappointed game section time playing crazy cannon type error level game exiting fix remove game wasting time,6.0,1.0,b,211,2,-4,0.8,0.0,0.2,1,0,0,0
2603,app slow back loading issue frustrated loading issue ask tester test perfectly,5.0,3.0,b,126,3,-3,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
2605,famous app worst service product service fake app service option exhaust prepared worst service customer service quality service product average,5.0,1.0,u,252,1,-3,1.0,0.0,0.0,0,0,0,1
2607,online shopping app awesome lot feature offer shopping supercoins system good throught reedem online web platform apps supercoins request flipkart plzz add online platform like amazon prime netflix,11.0,5.0,u,294,4,-1,1.0,0.0,0.0,0,0,0,1
2609,best online shopping app indiathough sometimes product costly compared ecommerce application best hilighting thing application ui bestvery user friendly easy,2.0,5.0,u,244,2,-2,0.5,0.5,0.0,0,0,0,1
2611,dear flifkart team management facing problem month couldnt login flifkart account dont logged accounti complained lot response side email dont time complaint,0.0,1.0,r,293,2,-2,0.6,0.4,0.0,0,0,1,0
2613,problem iphone ordering valid period card month showing figure android smooth fast,0.0,5.0,u,138,1,-2,1.0,0.0,0.0,0,0,0,1
2615,im better network application crash frequently sir please fix issue complaint good day read,2.0,2.0,b,160,3,-2,1.0,0.0,0.0,1,0,0,0
2617,new update suck app working properly image loading view,2.0,3.0,b,131,1,-3,0.6666666666666666,0.0,0.3333333333333333,1,0,0,0
2619,paylater service superb year extra cost easy purchase item need,2.0,5.0,u,122,1,-1,1.0,0.0,0.0,0,0,0,1
2621,easy simple shopping application day game win lot prize everyday playing game delivery fast play thanksgiving game flipkart daily jai hind,1.0,5.0,u,216,3,-1,0.75,0.0,0.25,0,0,0,1
2623,best shopping app love super coin love play game new idea video section good app return easily delivers product perfectly,13.0,5.0,u,194,3,-1,1.0,0.0,0.0,0,0,0,1
2625,basic essential available online platform gave clear msg local shop helpful anyones crisis situation service worst experience,5.0,1.0,u,243,2,-3,0.0,1.0,0.0,0,0,0,1
2627,ugliest appit cheated mei discount rechargebill payment voucher validity till today show expired,1.0,1.0,b,169,1,-3,0.0,1.0,0.0,1,0,0,0
2629,flipcart always help genuine product time delivery safe packeging good customer service feature flipcart please add product buy super coin,3.0,4.0,r,204,3,-1,0.2,0.0,0.8,0,0,1,0
2631,game zone doesnt work lastest update app hindi language default switching english time please fix issue,1.0,1.0,b,167,3,-2,1.0,0.0,0.0,1,0,0,0
2633,worst experience bothered call an dont update product lot interest buying product flipcard misusing mentioning wrong date time,2.0,1.0,u,197,2,-3,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
2635,best delivery appso time better amazon process sometimes unexpectedly cheap discount unbelievable love flipkart kid quick delivery nice collection product superb discount,43.0,5.0,u,263,3,-2,0.0,0.0,0.0,0,0,0,1
2637,app called gamezone play win prize scored significant run cricket thought eligible prize didnt save happened time day game play exceptionally crash,661.0,1.0,b,294,3,-1,0.2222222222222222,0.4444444444444444,0.3333333333333333,1,0,0,0
2639,heating issue new update experiencing heating issue phone op new updated version battery hungry,1.0,1.0,u,136,1,-2,0.75,0.25,0.0,0,0,0,1
2641,superb experience easy navigate plenty choice product,0.0,5.0,u,68,1,-1,0.0,0.0,0.0,0,0,0,1
2643,game zone worst day day time playing crazy cannon exited middle game reason fix issue,3.0,1.0,b,147,2,-3,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
2645,play canon game crushed kind error like exiting game issue,4.0,1.0,b,101,2,-2,0.5,0.5,0.0,1,0,0,0
2647,cashback application rate higher platform platform provides cashback,24.0,1.0,u,126,1,-1,1.0,0.0,0.0,0,0,0,1
2649,crazy cannon tournament glitching display message play exited app happens playing round tournament isnt time happened disappointing especially im bias flipkart,614.0,3.0,b,290,2,-4,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
2651,previously gave star changing star including feature fresh new item category electronics deal good delivery time,3.0,5.0,u,168,3,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
2653,good app online shopping sometimes price selling item,0.0,4.0,u,82,3,-1,0.0,0.0,0.0,0,0,0,1
2655,best app shopping watching movie money excellent,0.0,5.0,u,108,3,-1,1.0,0.0,0.0,0,0,0,1
2657,shopping experience good great bad good prompt delivery good condition product app enjoy playing game constant glitch exists crazy canon tournament exited app ha,249.0,3.0,b,293,3,-2,0.8333333333333334,0.16666666666666666,0.0,1,0,0,0
2659,want rate playing crazy canon message game edition ended exiting app game play issue didnt exited app point play message popping day friend encountering,186.0,1.0,b,276,2,-2,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
2661,worst app amazon better thisits completely waste time proper service customer service app good showing add tv reality worst,3.0,1.0,u,194,3,-3,0.75,0.25,0.0,0,0,0,1
2663,playing crazycanon game crash displaying game edition expired worst happening long flipkart,1.0,1.0,b,145,2,-3,0.75,0.25,0.0,1,0,0,0
2665,flipkart open game app guess play day user play fast answered sec score hack flipkart owner planned winning fake game,3.0,1.0,u,249,2,-2,0.5,0.5,0.0,0,0,0,1
2667,amazing app giving citizen good service tv show app app giving special good importance citizen india started make video wi,1.0,5.0,u,294,4,-1,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,0,0,1
2669,bad unable cash delivery payment method contacted customer service theyre helping always cod depends factor account cod option available pincode product cheated contacted pickup date,10.0,1.0,u,296,1,-3,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1
2671,good app ordering product receiving good condition good product,5.0,5.0,u,113,4,-1,1.0,0.0,0.0,0,0,0,1
2673,working game recharges application please needfull game running bus closed game properly playing game badly experience day flipkart application,4.0,1.0,b,204,3,-3,0.5714285714285714,0.42857142857142855,0.0,1,0,0,0
2675,bad experience forgot password log showing error due could change password strange reason spoke support centre executive like time asked email id send sm problem,542.0,1.0,u,294,2,-3,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0,0,1
2677,comparison shopping app valueable price available interesting feature,2.0,5.0,u,105,2,-1,1.0,0.0,0.0,0,0,0,1
2679,yesterday recharge coupon valid till today checked expiry date changed april already passed total fraud give coupens dont want,1.0,1.0,u,236,1,-3,0.375,0.5,0.125,0,0,0,1
2681,crazy canon exiting reason guess game top score impossible shopping experience good,1.0,2.0,u,118,3,-2,1.0,0.0,0.0,0,0,0,1
2683,time item cheaper amazon offer better cheaper grocery item bit costly experience good,24.0,5.0,u,147,4,-2,0.0,0.0,0.0,0,0,0,1
2685,flipkart game bug crazy canon time crash round game conducted pm please fix game bug,14.0,1.0,b,140,3,-2,0.5,0.5,0.0,1,0,0,0
2687,loved online shopping app goid product awesome deal good quality good fast delivery sometimes delayed fine cool problem issue product easy quick login app best online shopping app good job loved,508.0,5.0,u,266,4,-2,0.3333333333333333,0.6666666666666666,0.0,0,0,0,1
2689,search thing show data error internet running good earlier app dont want data lol,3.0,1.0,b,126,3,-2,1.0,0.0,0.0,1,0,0,0
2691,related option single product update best update limited option choose bad,2.0,1.0,b,149,2,-3,0.3333333333333333,0.6666666666666666,0.0,1,0,0,0
2693,lts best app buying good onlinevery happy thing like add added product product price mrp definetly give ear,2.0,3.0,f,240,2,-1,0.4,0.2,0.4,0,1,0,0
2695,love tiktok amazing easy platform express problem showing thing diversity app hard small creator noticed celebrity boring poi,1100.0,4.0,f,290,3,-2,0.8333333333333334,0.0,0.16666666666666666,0,1,0,0
2697,hii tik tok team love app active post video daily account pro account problem filter template like double exposure puzzle show account dipika please help solve problem tik,656.0,3.0,b,280,3,-2,0.3333333333333333,0.0,0.6666666666666666,1,0,0,0
2699,app amazing fun find youre sport makeup diy singing reaction personalized experience make amazing send video friend editing super easy fun,1054.0,5.0,r,288,3,-1,1.0,0.0,0.0,0,0,1,0
2701,tiktok teami love app app amazing problem account sachinsingh fully freezed post video daily account pro accounti lot hard work day directly video,12.0,3.0,u,283,3,-2,0.3333333333333333,0.5,0.16666666666666666,0,0,0,1
2703,alright miss musically revolved art form back wasnt based famous clout great effect sound clip love need stop modeled medium wish loved,50.0,3.0,u,293,4,-2,0.4444444444444444,0.4444444444444444,0.1111111111111111,0,0,0,1
2705,good app thing want view view worked hard plz give solution disappointed give view atleast view sometimes view shou,57.0,4.0,b,285,4,-4,0.5,0.375,0.125,1,0,0,0
2707,tiktok year privacy already year old till didnt live feature option enabled time report problem tiktok didnt reply back team body plz help enabled,14.0,1.0,b,289,1,-2,0.375,0.375,0.25,1,0,0,0
2709,super fun make ton friend ton video app school project cut video add text side sketchy account moderation system messed take video,39.0,4.0,f,296,3,-1,0.4,0.6,0.0,0,1,0,0
2711,mod need consistent consistent better time ive witnessed firsthand app telling video doesnt exist app watch video inappropriate like comment video,627.0,1.0,b,292,2,-1,0.8,0.0,0.2,1,0,0,0
2713,believe app amazing tha quality outstanding ad app absolute perfect thing waste pas time addictive teach new way thing make new thing provides entertainment challenge,212.0,5.0,r,294,3,-3,0.8571428571428571,0.0,0.14285714285714285,0,0,1,0
2715,app fun people started verified giving lot people including unfair advantage love app people dont lighting stuff make good video thing lot people want live follower ca,6.0,3.0,f,294,3,-2,0.5833333333333334,0.25,0.16666666666666666,0,1,0,0
2717,ive musically deleted app previous phone already switched tiktok year back free space downloaded tiktok new phone login old account anymore create new account tiktok,28.0,4.0,b,288,1,-1,0.0,1.0,0.0,1,0,0,0
2719,love game genre entertain swear want people world download facebook like game isnt nonfreindly content recommend game,33.0,5.0,u,232,3,-2,0.75,0.0,0.25,0,0,0,1
2721,nice app love fun problem reported time reply tiktok team send time msg tiktok reply follower like live option button enabled tiktok,199.0,1.0,u,287,3,-2,0.5,0.25,0.25,0,0,0,1
2723,huge fan appbut sometimes disappointing great work suddenly follower view drop drasticallymy account good number view follower suddenly view follower start dropsand,24.0,3.0,u,297,3,-4,1.0,0.0,0.0,0,0,0,1
2725,im love app please work fixing filter available middle east like drag queen searching filter take time dont name hard download stop loading,127.0,3.0,b,295,3,-2,1.0,0.0,0.0,1,0,0,0
2727,tiktok remove watermark person download vedio person download watermark irritates view good vedio mine vedio review dunno cuteb,3.0,3.0,f,288,3,-4,0.4,0.0,0.6,0,1,0,0
2729,tik tok best app easy always watch favorite creator create short video make new friend tik tok great help connect gain follower boost confidence amazing app love tik tok,27.0,5.0,r,293,4,-1,0.8571428571428571,0.0,0.14285714285714285,0,0,1,0
2731,app amazing love soo find thing chemistry sciencebiologyzoology art thing find art tutorial guru yall jefree star james charles makeup tutorial etcthere latest dancing fashion tre,103.0,5.0,r,289,3,-1,0.875,0.0,0.125,0,0,1,0
2733,love app video view lot thing made lot video lve lot time problem fell bad dont spend time made compliment arrangement made,92.0,3.0,u,293,3,-2,0.1111111111111111,0.5555555555555556,0.3333333333333333,0,0,0,1
2735,app fun glaring downside creator app actively block shadowban video lgbtq member people color people mental health issue scar people considered overweight tiktok started,122.0,2.0,u,289,2,-2,0.5,0.5,0.0,0,0,0,1
2737,love app found problem app active dont view video view average video posting problem tiktok team app problem resolved video beauty creativi,140.0,1.0,u,293,3,-2,0.625,0.375,0.0,0,0,0,1
2739,nice app lv fun problem follower live button enabled tiktok people follower live option please resolve problem,15.0,1.0,u,239,3,-2,0.5,0.3333333333333333,0.16666666666666666,0,0,0,1
2741,fun easy year age great age song included suitable taste pop trendingcountry plot twist funnysad type music account maddyroy youd second,2126.0,4.0,r,278,3,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,1,0
2743,sir dear tiktok management developer app best ultimate entertainment app good experience wont believe daily data watching making video biggest problem video reach view solve problem,9.0,3.0,u,286,3,-2,1.0,0.0,0.0,0,0,0,1
2745,like idea tiktok love creating videosthe ai programming rigid selective allow creaters build repit expects instant popularity sometimes vids page sometimes hashtags gen,13.0,1.0,u,292,3,-2,1.0,0.0,0.0,0,0,0,1
2747,honestly tik tok good app make laugh horrible fan live hard fan youre famous take lot battery im like people suck suggest dont,372.0,1.0,r,285,3,-4,1.0,0.0,0.0,0,0,1,0
2749,good watch stuff onbit make video terrible editing app shameful make better pick slideshow let put pic pick sound add basic filter control speed goe,186.0,3.0,f,297,3,-4,0.6666666666666666,0.1111111111111111,0.2222222222222222,0,1,0,0
2751,love app active problem dont view like video dont follower tired time posting video lot effort hope like follower lot,12.0,2.0,u,292,3,-3,0.5,0.125,0.375,0,0,0,1
2753,good app problem tiktok year uploading video id khemrajbhatt view tired time posting video hope like lot view,66.0,1.0,u,288,3,-3,0.75,0.125,0.125,0,0,0,1
2755,great app feature arent available redmi note understand wouldnt contacted tiktok multiple time time response response unable green screen,38.0,1.0,f,289,3,-1,0.3333333333333333,0.6666666666666666,0.0,0,1,0,0
2757,good app suggest control content profile info lot people explicit video pornography heat nudity sometimes take lot time video profile picture,43.0,4.0,f,289,4,-1,0.8333333333333334,0.0,0.16666666666666666,0,1,0,0
2759,listens watched tv series netflix started receiving video people playing character tv series searched tv series talked house watched phone room happened,467.0,1.0,b,291,2,-1,0.25,0.75,0.0,1,0,0,0
2761,experience good star feature available ability change video thumbnail post video huge video wish people forgot change thumbnail,341.0,3.0,f,298,3,-1,0.3333333333333333,0.0,0.6666666666666666,0,1,0,0
2763,love game entertaining saved ton tiktok disapered dont bug ended saved night havent updated bug game amazing real time killer,110.0,4.0,b,290,3,-2,0.2727272727272727,0.45454545454545453,0.2727272727272727,1,0,0,0
2765,love great app positive funny great loving love drama story love watching youtubers dont always wait vlog lol thang awesome great funny like love,0.0,5.0,r,295,5,-1,0.7142857142857143,0.2857142857142857,0.0,0,0,1,0
2767,want start fact app flipping addicting positive interact people watch video choose content want famous like charli damelio sort thing dance sing draw,483.0,5.0,r,295,3,-2,1.0,0.0,0.0,0,0,1,0
2769,amazing gained follower fast effect amazing problem follower live dont button love app highly recommend bored lot want famous love app,3434.0,4.0,r,282,3,-2,0.42857142857142855,0.2857142857142857,0.2857142857142857,0,0,1,0
2771,like like tik tok fun make video problem iphones easy editor option app android apps edit video iphone user adjust button help adjusting,368.0,4.0,f,294,3,-2,0.7142857142857143,0.0,0.2857142857142857,0,1,0,0
2773,like app love thing want share day app follower like follower criterion live option received live option please gi,9.0,5.0,r,288,3,-1,0.5,0.3333333333333333,0.16666666666666666,0,0,1,0
2775,love app could useful tool allowing caption editing posting people like misspelled word caption reapply sound video original creator rebuke sound considerate feature need,150.0,3.0,f,294,3,-2,0.5,0.16666666666666666,0.3333333333333333,0,1,0,0
2777,tiktok easiest apps control problem fix easy tiktok famous page helpful thing learn life hack diys help life category pick,229.0,3.0,r,289,3,-2,0.75,0.0,0.25,0,0,1,0
2779,need change feature bothering viewed story archiveshighlights hour doable time ago yall ta feature add remove picture slide post,144.0,1.0,f,286,1,-2,0.375,0.5,0.125,0,1,0,0
2781,itsokay pretty highly ig recently run like need update people post multiple photo sometimes matter carefully scroll swipe view simple fixbeing tap specific group picture sing,55.0,2.0,b,291,3,-1,0.6666666666666666,0.1111111111111111,0.2222222222222222,1,0,0,0
2783,app problem im satisfied video call point time people camera longer audio hangups thing eventually pa,22.0,3.0,b,293,2,-2,0.5,0.0,0.5,1,0,0,0
2785,favourite apps unfortunately app lot issue recently ive struggling uploading picsvids post set profile pic techincal issue doesnt show picsvids gallery pick show empty squar,403.0,4.0,b,290,2,-3,0.6,0.4,0.0,1,0,0,0
2787,worst social app playstore moment bug interact grow account constantly action block social medium app made socialize block feature organic reach hard gro,50.0,1.0,b,295,1,-3,0.5,0.3333333333333333,0.16666666666666666,1,0,0,0
2789,biggest social medium app stake app crashing message remain unsent time sometimes open dm specific person app crash doesnt happen open dm happens specific person,21.0,3.0,b,297,1,-1,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
2791,issue phone emojis case samsung galaxy good time youre commenting story emojis version pop emojis purple bluish tear im,1.0,3.0,b,289,3,-4,1.0,0.0,0.0,1,0,0,0
2793,app good fun pause restart video annoying people always comment kid video stuff like rate hot vids inappropriate want post kinda comment thing pop,15.0,4.0,u,296,3,-4,1.0,0.0,0.0,0,0,0,1
